SMILES,IUPAC,InChI,InChIKey,MolWeight,ExactMass,HBondDonors,HBondAcceptors,TPSA,LogP,RotatableBonds,Solubility,Viscosity_cP,ThermalStability_Score,BoilingPoint_C
Nc1cnc(NCCC2=CCCCC2)c(Br)c1,"3-bromo-2-N-[2-(cyclohexen-1-yl)ethyl]pyridine-2,5-diamine","InChI=1S/C13H18BrN3/c14-12-8-11(15)9-17-13(12)16-7-6-10-4-2-1-3-5-10/h4,8-9H,1-3,5-7,15H2,(H,16,17)",KCXDANRBGDRYRR-UHFFFAOYSA-N,296.212,295.068409676,2.0,3.0,50.94,3.7287000000000026,4.0,3.2,6.186,2.268,377.046
c1ccc(Cc2cc(c3ccccc3)sc2c2ccccc2)cc1,"3-benzyl-2,5-diphenylthiophene","InChI=1S/C23H18S/c1-4-10-18(11-5-1)16-21-17-22(19-12-6-2-7-13-19)24-23(21)20-14-8-3-9-15-20/h1-15,17H,16H2",BEMXKWJLEXRHNY-UHFFFAOYSA-N,326.464,326.112921576,0.0,1.0,0.0,6.672900000000005,4.0,6.8,0.753,9.669,602.702
Cc1ccc(OCCCCCOCc2cc(C)on2)cc1,"5-methyl-3-[5-(4-methylphenoxy)pentoxymethyl]-1,2-oxazole","InChI=1S/C17H23NO3/c1-14-6-8-17(9-7-14)20-11-5-3-4-10-19-13-16-12-15(2)21-18-16/h6-9,12H,3-5,10-11,13H2,1-2H3",OYKFCARHSOKDBL-UHFFFAOYSA-N,289.37499999999994,289.167793596,0.0,4.0,44.49,4.057340000000004,9.0,3.6,5.428,-22.417,400.601
CCC(Oc1ccccc1OC)C(=O)Nc1cc(C(=O)OC)ccc1Cl,methyl 4-chloro-3-[2-(2-methoxyphenoxy)butanoylamino]benzoate,"InChI=1S/C19H20ClNO5/c1-4-15(26-17-8-6-5-7-16(17)24-2)18(22)21-14-11-12(19(23)25-3)9-10-13(14)20/h5-11,15H,4H2,1-3H3,(H,21,22)",BVWKWMYLDJUUOM-UHFFFAOYSA-N,377.82400000000007,377.10300042,1.0,5.0,73.86,3.931300000000003,7.0,4.2,8.742,-8.246,405.299
Nc1ncn(CC(=O)NC2CCC(=O)NC2)n1,"2-(3-amino-1,2,4-triazol-1-yl)-N-(6-oxopiperidin-3-yl)acetamide","InChI=1S/C9H14N6O2/c10-9-12-5-15(14-9)4-8(17)13-6-1-2-7(16)11-3-6/h5-6H,1-4H2,(H2,10,14)(H,11,16)(H,13,17)",MBNPELHAPTWZTE-UHFFFAOYSA-N,238.251,238.117823688,3.0,6.0,114.93,-1.744899999999999,3.0,-1.5,12.87,-6.577,-42.747
Cc1cc(C(N)=O)nc(N2CCOCC2)n1,6-methyl-2-morpholin-4-ylpyrimidine-4-carboxamide,"InChI=1S/C10H14N4O2/c1-7-6-8(9(11)15)13-10(12-7)14-2-4-16-5-3-14/h6H,2-5H2,1H3,(H2,11,15)",SEBFWZIFQKHWHP-UHFFFAOYSA-N,222.248,222.111675688,1.0,5.0,81.34,-0.2794800000000002,2.0,-0.1,9.178,0.553,64.599
COC(=O)c1c(C)n(CCOc2cccc(OC)c2)c2ccc(O)cc12,methyl 5-hydroxy-1-[2-(3-methoxyphenoxy)ethyl]-2-methylindole-3-carboxylate,"InChI=1S/C20H21NO5/c1-13-19(20(23)25-3)17-11-14(22)7-8-18(17)21(13)9-10-26-16-6-4-5-15(12-16)24-2/h4-8,11-12,22H,9-10H2,1-3H3",NNSRHPPJQRZPHR-UHFFFAOYSA-N,355.3900000000001,355.141972772,1.0,6.0,69.92,3.5295200000000024,6.0,3.5,8.403,-5.171,371.576
O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Nc1nnc(C(F)(F)F)s1,"N-[2,6-dinitro-4-(trifluoromethyl)phenyl]-5-(trifluoromethyl)-1,3,4-thiadiazol-2-amine","InChI=1S/C10H3F6N5O4S/c11-9(12,13)3-1-4(20(22)23)6(5(2-3)21(24)25)17-8-19-18-7(26-8)10(14,15)16/h1-2H,(H,17,19)",WTJJQERQHFPCHD-UHFFFAOYSA-N,403.22,402.98099389600014,1.0,8.0,124.09,4.1357,4.0,4.3,14.115,8.432,424.693
CC(=O)c1cn(c2ccc(C)cc2C)nn1,"1-[1-(2,4-dimethylphenyl)triazol-4-yl]ethanone","InChI=1S/C12H13N3O/c1-8-4-5-12(9(2)6-8)15-7-11(10(3)16)13-14-15/h4-7H,1-3H3",WUGGXFFHSYIVFD-UHFFFAOYSA-N,215.256,215.105862036,0.0,4.0,47.78,2.08674,2.0,2.1,5.609,4.936,240.946
CCN1c2cc(C)c(C=Nc3ccc(Oc4ccccc4)cc3)cc2C(C)CC1(C)C,"1-(1-ethyl-2,2,4,7-tetramethyl-3,4-dihydroquinolin-6-yl)-N-(4-phenoxyphenyl)methanimine","InChI=1S/C28H32N2O/c1-6-30-27-16-20(2)22(17-26(27)21(3)18-28(30,4)5)19-29-23-12-14-25(15-13-23)31-24-10-8-7-9-11-24/h7-17,19,21H,6,18H2,1-5H3",QTVQGXVYYVGDLY-UHFFFAOYSA-N,412.57700000000017,412.251463644,0.0,3.0,24.83,7.650020000000008,5.0,6.9,3.608,10.929,689.764
CC(=O)c1cn(c2ccc([N+](=O)[O-])c([N+](=O)[O-])c2)cn1,"1-[1-(3,4-dinitrophenyl)imidazol-4-yl]ethanone","InChI=1S/C11H8N4O5/c1-7(16)9-5-13(6-12-9)8-2-3-10(14(17)18)11(4-8)15(19)20/h2-6H,1H3",ZWKWAXMYRWNLHJ-UHFFFAOYSA-N,276.208,276.04946935600003,0.0,7.0,121.17,1.8912999999999995,4.0,1.3,13.369,-2.407,236.041
CCOC(=O)C1(C(=O)OCC)CN1S(=O)(=O)c1ccc(F)cc1,"diethyl 1-(4-fluorophenyl)sulfonylaziridine-2,2-dicarboxylate","InChI=1S/C14H16FNO6S/c1-3-21-12(17)14(13(18)22-4-2)9-16(14)23(19,20)11-7-5-10(15)6-8-11/h5-8H,3-4,9H2,1-2H3",BTBPVSNZRCHPIJ-UHFFFAOYSA-N,345.348,345.068236452,0.0,6.0,89.75,0.6949999999999998,6.0,1.5,10.266,-11.343,157.381
COCC(O)CN(C)C(=O)CCCOc1ccc(C)cc1,N-(2-hydroxy-3-methoxypropyl)-N-methyl-4-(4-methylphenoxy)butanamide,"InChI=1S/C16H25NO4/c1-13-6-8-15(9-7-13)21-10-4-5-16(19)17(2)11-14(18)12-20-3/h6-9,14,18H,4-5,10-12H2,1-3H3",OPFLHTNQDURUSQ-UHFFFAOYSA-N,295.379,295.17835828,1.0,4.0,59.0,1.6197199999999996,9.0,1.3,6.991,-26.992,218.74
C=Cc1ccc(N(c2ccc(C)cc2)c2cccc(C)c2)cc1,N-(4-ethenylphenyl)-3-methyl-N-(4-methylphenyl)aniline,"InChI=1S/C22H21N/c1-4-19-10-14-21(15-11-19)23(20-12-8-17(2)9-13-20)22-7-5-6-18(3)16-22/h4-16H,1H2,2-3H3",YFPCVNQLMBXVRE-UHFFFAOYSA-N,299.41700000000003,299.167399672,0.0,1.0,3.24,6.4162400000000055,4.0,7.1,1.023,7.803,579.125
CCOCCCC(=O)N1CCCCC1CC(C)=O,4-ethoxy-1-[2-(2-oxopropyl)piperidin-1-yl]butan-1-one,"InChI=1S/C14H25NO3/c1-3-18-10-6-8-14(17)15-9-5-4-7-13(15)11-12(2)16/h13H,3-11H2,1-2H3",ICCVOCHFADUFTD-UHFFFAOYSA-N,255.35799999999992,255.18344366,0.0,3.0,46.61,2.1633000000000004,7.0,0.8,5.472,-17.906,253.105
CCCS(=O)(=O)NCc1c(C)ncc2c1CCN(C(=O)Cc1ccc(OC)cc1)C2,"N-[[7-[2-(4-methoxyphenyl)acetyl]-3-methyl-6,8-dihydro-5H-2,7-naphthyridin-4-yl]methyl]propane-1-sulfonamide","InChI=1S/C22H29N3O4S/c1-4-11-30(27,28)24-14-21-16(2)23-13-18-15-25(10-9-20(18)21)22(26)12-17-5-7-19(29-3)8-6-17/h5-8,13,24H,4,9-12,14-15H2,1-3H3",GOYKOVCVHXIYML-UHFFFAOYSA-N,431.55800000000016,431.187877408,1.0,5.0,88.60000000000001,2.35542,8.0,1.9,10.323,-13.711,295.706
COC(=O)c1ccccc1NC(=O)c1cc(OC(C)=O)cc(C(=O)Nc2ccccc2C(=O)OC)c1,methyl 2-[[3-acetyloxy-5-[(2-methoxycarbonylphenyl)carbamoyl]benzoyl]amino]benzoate,"InChI=1S/C26H22N2O8/c1-15(29)36-18-13-16(23(30)27-21-10-6-4-8-19(21)25(32)34-2)12-17(14-18)24(31)28-22-11-7-5-9-20(22)26(33)35-3/h4-14H,1-3H3,(H,27,30)(H,28,31)",ROJGDGSSUYQLBV-UHFFFAOYSA-N,490.4680000000002,490.137615664,2.0,8.0,137.09999999999997,3.689700000000002,7.0,4.2,15.691,-3.097,405.202
Cc1cc(NC(C)c2cccc(C)c2C)ncn1,"N-[1-(2,3-dimethylphenyl)ethyl]-6-methylpyrimidin-4-amine","InChI=1S/C15H19N3/c1-10-6-5-7-14(12(10)3)13(4)18-15-8-11(2)16-9-17-15/h5-9,13H,1-4H3,(H,16,17,18)",YLHWCPMGJYMPDX-UHFFFAOYSA-N,241.338,241.157897608,1.0,3.0,37.81,3.5749600000000017,3.0,3.5,4.664,4.217,356.736
CC(c1ccccc1c1ccccc1)c1nc(=O)c(OCc2ccccc2)c2n1CCN(C(C)C)C2=O,"9-phenylmethoxy-6-[1-(2-phenylphenyl)ethyl]-2-propan-2-yl-3,4-dihydropyrazino[1,2-c]pyrimidine-1,8-dione","InChI=1S/C31H31N3O3/c1-21(2)33-18-19-34-27(31(33)36)28(37-20-23-12-6-4-7-13-23)30(35)32-29(34)22(3)25-16-10-11-17-26(25)24-14-8-5-9-15-24/h4-17,21-22H,18-20H2,1-3H3",ZVZUGKSMJZAKQJ-UHFFFAOYSA-N,493.6070000000003,493.2365418520001,0.0,5.0,64.43,5.505300000000006,7.0,5.2,7.93,0.691,541.875
Cc1ccc(N(C)c2ccc(F)cc2CO)c(C)c1,"[5-fluoro-2-(N,2,4-trimethylanilino)phenyl]methanol","InChI=1S/C16H18FNO/c1-11-4-6-15(12(2)8-11)18(3)16-7-5-14(17)9-13(16)10-19/h4-9,19H,10H2,1-3H3",UIVGILOOCNEQHA-UHFFFAOYSA-N,259.324,259.137242416,1.0,2.0,23.47,3.702740000000002,3.0,3.5,3.166,5.372,369.197
C=C[N+](=O)C(=O)C(C)(C)ON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]34CCC(CN5C(=O)c6cc(O)c(O)cc6C5=O)(CC3)CC4)C(C)SC12)c1csc(N)n1,"[2-[[1-(2-amino-1,3-thiazol-4-yl)-2-[[2-carboxy-3-[[4-[(5,6-dihydroxy-1,3-dioxoisoindol-2-yl)methyl]-1-azoniabicyclo[2.2.2]octan-1-yl]methyl]-4-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-en-7-yl]amino]-2-oxoethylidene]amino]oxy-2-methylpropanoyl]-ethenyl-oxoazanium","InChI=1S/C36H38N8O11S2/c1-5-42(54)33(53)35(3,4)55-40-24(21-15-56-34(37)38-21)27(47)39-25-30(50)43-26(32(51)52)20(17(2)57-31(25)43)14-44-9-6-36(7-10-44,8-11-44)16-41-28(48)18-12-22(45)23(46)13-19(18)29(41)49/h5,12-13,15,17,25,31H,1,6-11,14,16H2,2-4H3,(H4-2,37,38,39,40,45,46,47,48,49,51,52,53,54)/p+2",URWKMPZQMVZBEU-UHFFFAOYSA-P,824.895,824.2246989401799,5.0,15.0,262.2,1.508800000000002,12.0,1.5,29.87,-15.738,295.143
CCCCCN(Cc1nc(C(=O)OC)co1)C(=O)Nc1cccc(Cl)c1,"methyl 2-[[(3-chlorophenyl)carbamoyl-pentylamino]methyl]-1,3-oxazole-4-carboxylate","InChI=1S/C18H22ClN3O4/c1-3-4-5-9-22(11-16-21-15(12-26-16)17(23)25-2)18(24)20-14-8-6-7-13(19)10-14/h6-8,10,12H,3-5,9,11H2,1-2H3,(H,20,24)",XBHZITLATCECAZ-UHFFFAOYSA-N,379.8440000000001,379.129883864,1.0,5.0,84.67000000000002,4.338900000000003,8.0,3.7,9.827,-12.33,436.193
CCOc1cc(C=C2SC(=O)N(CCOc3cc(C)ccc3C)C2=O)ccc1OCC(=O)OC,"methyl 2-[4-[[3-[2-(2,5-dimethylphenoxy)ethyl]-2,4-dioxo-1,3-thiazolidin-5-ylidene]methyl]-2-ethoxyphenoxy]acetate","InChI=1S/C25H27NO7S/c1-5-31-21-13-18(8-9-19(21)33-15-23(27)30-4)14-22-24(28)26(25(29)34-22)10-11-32-20-12-16(2)6-7-17(20)3/h6-9,12-14H,5,10-11,15H2,1-4H3",JADLOMNVRQRNQY-UHFFFAOYSA-N,485.5580000000003,485.1508232039999,0.0,8.0,91.37,4.369240000000003,10.0,5.0,10.908,-16.984,455.382
CCC(CCCl)CNC(=O)CC(C)(C)C,"N-(4-chloro-2-ethylbutyl)-3,3-dimethylbutanamide","InChI=1S/C12H24ClNO/c1-5-10(6-7-13)9-14-11(15)8-12(2,3)4/h10H,5-9H2,1-4H3,(H,14,15)",DEBLAYXXCITHJT-UHFFFAOYSA-N,233.783,233.154642068,1.0,1.0,29.1,3.193900000000002,6.0,3.3,3.578,-11.923,326.948
c1ccc(CNc2nc(c3ccccc3)nc3ccccc23)cc1,N-benzyl-2-phenylquinazolin-4-amine,"InChI=1S/C21H17N3/c1-3-9-16(10-4-1)15-22-21-18-13-7-8-14-19(18)23-20(24-21)17-11-5-2-6-12-17/h1-14H,15H2,(H,22,23,24)",WXCHSHPXEPXKFN-UHFFFAOYSA-N,311.3880000000001,311.14224754400004,1.0,3.0,37.81,4.908900000000003,4.0,5.3,4.804,5.387,467.99
C=CCn1c(CCC)nc(c2cc(F)cc(F)c2)c1N,"5-(3,5-difluorophenyl)-3-prop-2-enyl-2-propylimidazol-4-amine","InChI=1S/C15H17F2N3/c1-3-5-13-19-14(15(18)20(13)6-4-2)10-7-11(16)9-12(17)8-10/h4,7-9H,2-3,5-6,18H2,1H3",WQIDGDSWRAAFGA-UHFFFAOYSA-N,277.31800000000004,277.13905398400004,1.0,3.0,43.84,3.549000000000002,5.0,3.5,5.339,-4.036,360.546
CCCCCCCCCCCCCCOCc1ccc(O)c(OC)c1,2-methoxy-4-(tetradecoxymethyl)phenol,"InChI=1S/C22H38O3/c1-3-4-5-6-7-8-9-10-11-12-13-14-17-25-19-20-15-16-21(23)22(18-20)24-2/h15-16,18,23H,3-14,17,19H2,1-2H3",CFHOLCRIBBJLBJ-UHFFFAOYSA-N,350.543,350.282095076,1.0,3.0,38.69,6.618500000000008,16.0,7.9,4.97,-49.236,602.474
O=C1CCC(C2Cc3ccccc3C2=O)C(=O)N1,"3-(3-oxo-1,2-dihydroinden-2-yl)piperidine-2,6-dione","InChI=1S/C14H13NO3/c16-12-6-5-10(14(18)15-12)11-7-8-3-1-2-4-9(8)13(11)17/h1-4,10-11H,5-7H2,(H,15,16,18)",PSWHYJMDABHNFJ-UHFFFAOYSA-N,243.262,243.089543276,1.0,3.0,63.24,1.0944,1.0,0.8,7.211,9.352,171.002
CCOC(=O)N1CCC(NC(=O)c2ccsc2NC(=O)c2ccc(C(C)C)cc2)CC1,ethyl 4-[[2-[(4-propan-2-ylbenzoyl)amino]thiophene-3-carbonyl]amino]piperidine-1-carboxylate,"InChI=1S/C23H29N3O4S/c1-4-30-23(29)26-12-9-18(10-13-26)24-21(28)19-11-14-31-22(19)25-20(27)17-7-5-16(6-8-17)15(2)3/h5-8,11,14-15,18H,4,9-10,12-13H2,1-3H3,(H,24,28)(H,25,27)",SKFBYYFJNGBHPU-UHFFFAOYSA-N,443.5690000000002,443.187877408,2.0,5.0,87.74000000000001,4.474500000000004,6.0,4.5,10.361,1.127,456.559
COc1ccc(N2C(=O)CCCC2=O)cc1S(=O)(=O)Nc1nccs1,"5-(2,6-dioxopiperidin-1-yl)-2-methoxy-N-(1,3-thiazol-2-yl)benzenesulfonamide","InChI=1S/C15H15N3O5S2/c1-23-11-6-5-10(18-13(19)3-2-4-14(18)20)9-12(11)25(21,22)17-15-16-7-8-24-15/h5-9H,2-4H2,1H3,(H,16,17)",WZLJBGAZGOFPOT-UHFFFAOYSA-N,381.435,381.04531258,1.0,7.0,105.67,1.996,5.0,0.9,12.13,-1.936,260.73
O=C(Cc1ccc(F)cc1)NNC(=O)c1cccnc1SC(F)F,2-(difluoromethylsulfanyl)-N'-[2-(4-fluorophenyl)acetyl]pyridine-3-carbohydrazide,"InChI=1S/C15H12F3N3O2S/c16-10-5-3-9(4-6-10)8-12(22)20-21-13(23)11-2-1-7-19-14(11)24-15(17)18/h1-7,15H,8H2,(H,20,22)(H,21,23)",LKFRYEQWWWFWGH-UHFFFAOYSA-N,355.341,355.060232284,2.0,4.0,71.09,2.539100000000001,5.0,3.1,8.42,-2.155,297.287
COc1cc(C(C(=O)NC2CCCC2)N(Cc2cccs2)C(=O)c2ccco2)cc(OC)c1OC,"N-[2-(cyclopentylamino)-2-oxo-1-(3,4,5-trimethoxyphenyl)ethyl]-N-(thiophen-2-ylmethyl)furan-2-carboxamide","InChI=1S/C26H30N2O6S/c1-31-21-14-17(15-22(32-2)24(21)33-3)23(25(29)27-18-8-4-5-9-18)28(16-19-10-7-13-35-19)26(30)20-11-6-12-34-20/h6-7,10-15,18,23H,4-5,8-9,16H2,1-3H3,(H,27,29)",ABHFHGQVGJWOCL-UHFFFAOYSA-N,498.6010000000002,498.1824576799999,1.0,7.0,90.24,4.809400000000005,10.0,4.2,10.821,-15.451,490.481
Cc1cccc(CN(C(=O)COc2ccc(F)cc2)C(C)C(=O)NC(C)(C)C)c1,N-tert-butyl-2-[[2-(4-fluorophenoxy)acetyl]-[(3-methylphenyl)methyl]amino]propanamide,"InChI=1S/C23H29FN2O3/c1-16-7-6-8-18(13-16)14-26(17(2)22(28)25-23(3,4)5)21(27)15-29-20-11-9-19(24)10-12-20/h6-13,17H,14-15H2,1-5H3,(H,25,28)",WFKZOEQESPEWAK-UHFFFAOYSA-N,400.49400000000014,400.2162210080001,1.0,3.0,58.64,3.844920000000003,7.0,4.1,7.065,-7.285,402.448
COCCCNC(=O)C(NC(=O)c1ccccc1)C1CCN(S(=O)(=O)C(C)C)CC1,N-[2-(3-methoxypropylamino)-2-oxo-1-(1-propan-2-ylsulfonylpiperidin-4-yl)ethyl]benzamide,"InChI=1S/C21H33N3O5S/c1-16(2)30(27,28)24-13-10-17(11-14-24)19(21(26)22-12-7-15-29-3)23-20(25)18-8-5-4-6-9-18/h4-6,8-9,16-17,19H,7,10-15H2,1-3H3,(H,22,26)(H,23,25)",BLFKNFLIPICILD-UHFFFAOYSA-N,439.5780000000003,439.214092156,2.0,5.0,104.81,1.3879000000000008,10.0,1.6,12.06,-25.245,224.425
CCC1(c2ccccc2)NC(=O)N(CC(=O)NC(C)c2cccc(Cl)c2)C1=O,"N-[1-(3-chlorophenyl)ethyl]-2-(4-ethyl-2,5-dioxo-4-phenylimidazolidin-1-yl)acetamide","InChI=1S/C21H22ClN3O3/c1-3-21(16-9-5-4-6-10-16)19(27)25(20(28)24-21)13-18(26)23-14(2)15-8-7-11-17(22)12-15/h4-12,14H,3,13H2,1-2H3,(H,23,26)(H,24,28)",WYIBASOSLJWNIE-UHFFFAOYSA-N,399.8780000000001,399.13496924399993,2.0,3.0,78.51,3.374500000000002,6.0,3.4,9.151,-3.257,367.068
Cc1ccc(NS(=O)(=O)c2ccc3c(c2)CCCN3)nc1,"N-(5-methyl-2-pyridinyl)-1,2,3,4-tetrahydroquinoline-6-sulfonamide","InChI=1S/C15H17N3O2S/c1-11-4-7-15(17-10-11)18-21(19,20)13-5-6-14-12(9-13)3-2-8-16-14/h4-7,9-10,16H,2-3,8H2,1H3,(H,17,18)",BADKTMXHUVQQFT-UHFFFAOYSA-N,303.387,303.1041477840001,2.0,4.0,71.09,2.54892,3.0,2.4,8.316,5.267,289.711
CN(Cc1ccc(F)cc1)C(=O)COC(=O)c1ccc([N+](=O)[O-])cc1,[2-[(4-fluorophenyl)methyl-methylamino]-2-oxoethyl] 4-nitrobenzoate,"InChI=1S/C17H15FN2O5/c1-19(10-12-2-6-14(18)7-3-12)16(21)11-25-17(22)13-4-8-15(9-5-13)20(23)24/h2-9H,10-11H2,1H3",BBZBROHZKVUSRP-UHFFFAOYSA-N,346.314,346.0964998,0.0,5.0,89.75,2.549300000000001,6.0,2.7,10.168,-7.586,296.608
CCOc1ccc(C(=O)NC(=S)Nc2cccc3c(Cl)c(C(=O)NC(C)(C)C)sc23)cc1,N-tert-butyl-3-chloro-7-[(4-ethoxybenzoyl)carbamothioylamino]-1-benzothiophene-2-carboxamide,"InChI=1S/C23H24ClN3O3S2/c1-5-30-14-11-9-13(10-12-14)20(28)26-22(31)25-16-8-6-7-15-17(24)19(32-18(15)16)21(29)27-23(2,3)4/h6-12H,5H2,1-4H3,(H,27,29)(H2,25,26,28,31)",ODHQGAVRSHMTSZ-UHFFFAOYSA-N,490.0500000000002,489.094761308,3.0,5.0,79.46000000000001,5.608500000000004,5.0,6.1,9.726,10.72,549.046
Cc1ccccc1CNC(=O)CCc1ccccc1F,3-(2-fluorophenyl)-N-[(2-methylphenyl)methyl]propanamide,"InChI=1S/C17H18FNO/c1-13-6-2-3-8-15(13)12-19-17(20)11-10-14-7-4-5-9-16(14)18/h2-9H,10-12H2,1H3,(H,19,20)",BOFXFTQHLFWPRU-UHFFFAOYSA-N,271.335,271.137242416,1.0,1.0,29.1,3.3831200000000017,5.0,3.4,3.653,-4.667,347.148
CCN1CC(C(=O)Nc2ncn[nH]2)CC1=O,"1-ethyl-5-oxo-N-(1H-1,2,4-triazol-5-yl)pyrrolidine-3-carboxamide","InChI=1S/C9H13N5O2/c1-2-14-4-6(3-7(14)15)8(16)12-9-10-5-11-13-9/h5-6H,2-4H2,1H3,(H2,10,11,12,13,16)",LVTSHKWSCZOCNB-UHFFFAOYSA-N,223.236,223.106924656,2.0,4.0,90.98,-0.3884000000000003,3.0,-1.0,10.144,-4.615,56.588
CN(C)S(=O)(=O)c1ccc(=O)n(CC(=O)NCc2ccccc2Cl)c1,N-[(2-chlorophenyl)methyl]-2-[5-(dimethylsulfamoyl)-2-oxo-1-pyridinyl]acetamide,"InChI=1S/C16H18ClN3O4S/c1-19(2)25(23,24)13-7-8-16(22)20(10-13)11-15(21)18-9-12-5-3-4-6-14(12)17/h3-8,10H,9,11H2,1-2H3,(H,18,21)",HBHZZOFFCDVFRH-UHFFFAOYSA-N,383.8570000000001,383.070654736,1.0,5.0,88.48,1.068400000000001,6.0,0.7,10.216,-8.67,191.547
COC(=O)C(C)NS(=O)(=O)c1ccccc1F,methyl 2-[(2-fluorophenyl)sulfonylamino]propanoate,"InChI=1S/C10H12FNO4S/c1-7(10(13)16-2)12-17(14,15)9-6-4-3-5-8(9)11/h3-7,12H,1-2H3",YNCLJFGQVUVQKE-UHFFFAOYSA-N,261.274,261.047107084,1.0,4.0,72.47,0.6654999999999995,4.0,1.3,8.27,-5.605,141.716
CNc1c([N+](=O)[O-])c(N)c(C(F)(F)F)c(CC2CC2)c1[N+](=O)[O-],"5-(cyclopropylmethyl)-3-N-methyl-2,4-dinitro-6-(trifluoromethyl)benzene-1,3-diamine","InChI=1S/C12H13F3N4O4/c1-17-9-10(18(20)21)6(4-5-2-3-5)7(12(13,14)15)8(16)11(9)19(22)23/h5,17H,2-4,16H2,1H3",PAOXEJSGUVDEKE-UHFFFAOYSA-N,334.2540000000001,334.088889556,2.0,6.0,124.33,3.098200000000001,5.0,4.2,13.902,-2.091,335.846
CCc1cccc(C)c1NC(=O)NC(CO)Cc1ccccc1,1-(2-ethyl-6-methylphenyl)-3-(1-hydroxy-3-phenylpropan-2-yl)urea,"InChI=1S/C19H24N2O2/c1-3-16-11-7-8-14(2)18(16)21-19(23)20-17(13-22)12-15-9-5-4-6-10-15/h4-11,17,22H,3,12-13H2,1-2H3,(H2,20,21,23)",MNKIQCSSSCEXNJ-UHFFFAOYSA-N,312.41299999999995,312.183778008,3.0,2.0,61.36,3.2825200000000017,6.0,3.4,7.261,-7.814,346.175
CC(=O)N1C=Cc2ccccc2C1CC(=O)N1CCNC(=O)C1c1c(C)nn(c2ccccc2)c1C,"4-[2-(2-acetyl-1H-isoquinolin-1-yl)acetyl]-3-(3,5-dimethyl-1-phenylpyrazol-4-yl)piperazin-2-one","InChI=1S/C28H29N5O3/c1-18-26(19(2)33(30-18)22-10-5-4-6-11-22)27-28(36)29-14-16-32(27)25(35)17-24-23-12-8-7-9-21(23)13-15-31(24)20(3)34/h4-13,15,24,27H,14,16-17H2,1-3H3,(H,29,36)",YRHZCRFAAWWHGQ-UHFFFAOYSA-N,483.5720000000002,483.227039788,1.0,5.0,87.53999999999999,3.452840000000002,4.0,2.4,10.321,11.084,386.335
O=C(NCc1cncs1)c1ccoc1Cl,"2-chloro-N-(1,3-thiazol-5-ylmethyl)furan-3-carboxamide","InChI=1S/C9H7ClN2O2S/c10-8-7(1-2-14-8)9(13)12-4-6-3-11-5-15-6/h1-3,5H,4H2,(H,12,13)",ZYULNMBTEHYQGZ-UHFFFAOYSA-N,242.687,241.991676144,1.0,4.0,55.13,2.319500000000001,3.0,1.8,6.498,1.773,262.792
CCn1c(COc2cc(C)ccc2C(C)C)nnc1SCC(=O)Nc1ccc([N+](=O)[O-])cc1C,"2-[[4-ethyl-5-[(5-methyl-2-propan-2-ylphenoxy)methyl]-1,2,4-triazol-3-yl]sulfanyl]-N-(2-methyl-4-nitrophenyl)acetamide","InChI=1S/C24H29N5O4S/c1-6-28-22(13-33-21-11-16(4)7-9-19(21)15(2)3)26-27-24(28)34-14-23(30)25-20-10-8-18(29(31)32)12-17(20)5/h7-12,15H,6,13-14H2,1-5H3,(H,25,30)",QXDARKDVEFYVBM-UHFFFAOYSA-N,483.5940000000003,483.194025408,1.0,8.0,112.18,5.2562400000000045,10.0,4.7,13.085,-15.308,521.593
CC(=O)NCC(=O)N1CCC2(CCC(C)c3ccccc32)CC1,"N-[2-(1-methylspiro[2,3-dihydro-1H-naphthalene-4,4'-piperidine]-1'-yl)-2-oxoethyl]acetamide","InChI=1S/C19H26N2O2/c1-14-7-8-19(17-6-4-3-5-16(14)17)9-11-21(12-10-19)18(23)13-20-15(2)22/h3-6,14H,7-13H2,1-2H3,(H,20,22)",NISVNDAEYBYCRE-UHFFFAOYSA-N,314.4290000000001,314.199428072,1.0,2.0,49.41,2.5802000000000005,2.0,2.8,5.87,10.882,293.824
CC(C)Oc1ccc(OCCOS(C)(=O)=O)cc1,2-(4-propan-2-yloxyphenoxy)ethyl methanesulfonate,"InChI=1S/C12H18O5S/c1-10(2)17-12-6-4-11(5-7-12)15-8-9-16-18(3,13)14/h4-7,10H,8-9H2,1-3H3",CTAUYTPRXLXKGE-UHFFFAOYSA-N,274.338,274.087494676,0.0,5.0,61.830000000000005,1.8288,7.0,2.1,7.232,-17.626,231.054
CCS(=O)(=O)c1ccc([N+](=O)[O-])c(Cl)n1,2-chloro-6-ethylsulfonyl-3-nitropyridine,"InChI=1S/C7H7ClN2O4S/c1-2-15(13,14)6-4-3-5(10(11)12)7(8)9-6/h3-4H,2H2,1H3",SIZCDZHYLCCWSY-UHFFFAOYSA-N,250.663,249.981505384,0.0,5.0,90.17,1.4368,3.0,1.6,10.018,0.407,197.866
